2244,0.072609,0.068165,-0.040908,-0.039826,-0.026938,0.04056,0.047873,-0.16436,0.025682,-0.004301,-0.064826,0.017133,-0.018154,0.045942,0.01,0.084165,-0.031157,0.062638,-0.02389,0.026366,0.111849,0.038643,-0.032679,0.017254,-0.011367,-0.031801,0.05907,-0.065258,0.034597,-0.031535,-0.085757,0.052357,-0.053887,-0.057078,0.006573,-0.018157,0.050105,-0.045086,-0.030572,0.104141,0.100946,-0.004439,-0.014624,0.019598,-0.148364,0.039281,0.159704,-0.032106,-0.064383,-0.076828,0.005571,-0.095536,-0.084614,-0.029771,0.06029,-0.014276,-0.003798,-0.102804,0.024453,0.030951,0.040157,-0.060284,0.125266,0.10853,0.044317,-0.043435,0.087587,0.044891,0.094798,0.032053,0.065271,0.014732,-0.063427,0.031494,-0.02099,-0.030492,-0.00335,0.034711,-0.009764,0.060995,-0.045654,-0.023184,0.087786,0.041589,-0.054701,0.065944,0.063256,-0.003527,-0.001095,0.045222,0.054941,-0.027109,-0.035554,-0.053888,0.039588,-0.043411,0.076123,0.014521,-0.105322,-0.003348,0.047711,-0.035724,-0.093974,0.002902,0.057448,0.067696,-0.081807,-0.022024,-0.058969,0.031876,-0.005501,0.015985,0.120361,0.006201,-0.067699,0.022762,0.009931,0.094436,0.030307,0.043157,-0.087948,-0.066391,-0.0911,0.085441,-0.027354,-0.087721,0.074055,0.079323,-0.007954,0.019046,-0.06648,-0.062358,0.093825,0.006784,0.082403,-0.123512,0.026625,-0.008655,-0.005316,-0.06813,-0.101216,-0.098369,-0.076989,-0.048235,0.083194,0.048551,0.119639,0.037755,-0.028561,-0.041997
4609,-0.085935,0.054085,0.002648,0.07641,0.139617,-0.105899,-0.031701,0.036593,0.088445,0.045659,0.070752,-0.218095,-0.114807,0.278659,-0.030854,-0.124387,-0.023296,0.214805,0.087895,-0.027284,-0.067246,0.103414,-0.02423,0.077962,-0.024148,-0.011387,0.066267,0.0603,0.007569,0.116224,-0.171028,-0.154396,0.023899,-0.064254,-0.119172,0.230725,-0.076536,0.079192,0.061095,-0.06437,-0.004461,-0.172731,0.119824,0.348072,0.083968,0.070511,-0.207049,0.221783,0.019732,0.098095,-0.05054,0.107535,-0.036615,0.028235,-0.258347,0.112593,-0.059399,0.054306,-0.004924,0.01627,-0.155503,0.032975,-0.012074,-0.152659,-0.094049,-0.003615,-0.16479,-0.093551,-0.017993,-0.141521,-0.016479,-0.049746,0.129526,0.04381,-0.119001,0.009612,0.062692,0.038398,0.101136,0.009614,-0.017664,-0.002375,0.098315,-0.076073,0.08439,0.04736,-0.169054,-0.07576,-0.047332,-0.011649,0.089754,0.073791,0.015088,0.129704,0.06827,0.142495,-0.068031,0.102619,-0.06291,0.034701,0.048903,0.13304,0.088927,0.141437,0.031256,-0.032886,-0.067278,-0.009368,0.025704,0.255253,0.06221,-0.026971,-0.10909,0.120248,-0.021882,0.115742,0.03161,0.037735,-0.133018,-0.028054,-0.03212,-0.205926,0.043241,-0.15514,0.031023,-0.100194,0.104762,-0.14169,0.032049,0.053273,-0.066326,0.20202,-0.024393,-0.023155,-0.063086,-0.056904,0.017372,0.028229,0.060867,0.199189,0.072285,0.12944,0.074114,-0.092336,0.052935,-0.255068,0.011329,0.131609,0.197503,-0.057225
3696,0.152741,0.038162,-0.176681,-0.096603,-0.051862,0.001813,0.07587,-0.166629,-0.027717,0.028707,-0.216566,-0.154529,0.080869,0.137695,0.056608,0.172374,-0.167516,0.124427,-0.025627,-0.023421,0.234714,0.051248,-0.010294,0.130129,-0.058345,-0.029954,0.130578,-0.201175,-0.045484,-0.101997,-0.036134,-0.007513,-0.006175,-0.099373,-0.074545,0.027864,0.146662,-0.063248,-0.149981,0.052854,0.081821,-0.158423,-0.079406,-0.04921,-0.204646,-0.038092,0.29584,-0.120852,-0.283941,-0.133745,-0.046625,-0.142037,-0.141279,-0.040088,0.126904,-0.05069,-0.164886,-0.159279,0.027235,0.011319,0.079176,-0.044321,0.106208,0.236848,0.062503,-0.115803,0.112761,0.138407,0.083202,0.200878,0.173431,0.201556,-0.233881,-0.009779,0.068704,-0.009712,-0.01024,0.194326,-0.170356,0.120154,-0.052343,-0.12577,-0.047744,0.140952,-0.123631,0.110864,0.07991,0.065469,0.221338,0.034309,0.201814,-0.075559,-0.166336,-0.061066,0.038009,-0.118754,0.176105,-0.008022,-0.262077,0.04101,0.015762,-0.189439,-0.040581,0.070517,0.228517,0.021813,-0.129031,0.098411,0.022364,0.155139,0.10909,-0.066235,0.194138,-0.036586,-0.198081,0.059336,0.063956,0.187916,0.129075,0.118741,0.049612,-0.028374,-0.028311,0.355169,-0.169304,-0.03098,0.25226,0.174084,-0.06967,-0.036267,-0.133093,-0.116815,0.072065,0.064424,0.073745,-0.206983,-0.126041,0.086559,-0.032156,-0.003492,-0.191354,-0.061923,-0.265892,-0.039893,-0.074592,0.070416,0.075994,0.080133,0.018811,0.012169
3446,0.05446,0.025906,-0.085663,-0.071965,0.0008,-0.009241,0.019016,-0.046484,0.029493,-0.011646,0.012079,-0.042326,0.01058,-0.037168,0.052786,0.075286,-0.080204,-0.01819,0.007953,0.018417,0.036306,-0.015874,-0.069788,0.026111,-0.035088,0.083597,-0.007926,-0.046178,0.001017,-0.031671,0.060545,0.021839,-0.064693,-0.090121,-0.005576,-0.035125,-0.006467,-0.030226,-0.057272,0.083666,0.061407,-0.005096,-0.045651,-0.048808,-0.069847,-0.026856,0.11187,-0.083375,-0.066286,-0.071539,0.014075,0.016908,-0.049994,-0.069872,0.094978,-0.025445,-0.055224,-0.005385,-0.015946,0.046361,0.025,-0.112103,0.042633,0.129036,-0.036963,-0.007365,0.037655,0.156408,0.085699,0.025919,-0.023098,0.020251,-0.132767,-0.012933,0.022353,0.000253,-0.007615,0.081919,-0.072303,0.002784,-0.080561,0.039305,-0.022169,0.106441,-0.062042,-0.014778,0.107517,0.00706,0.08245,-0.008771,0.021538,-0.04003,-0.05651,-0.072235,-0.019055,-0.068825,0.041333,0.010318,-0.091354,0.076062,0.019029,-0.077253,-0.070404,-0.040831,0.100452,0.012513,-0.027749,-0.04489,-0.02888,-0.067593,0.020831,0.012752,0.092247,-0.014879,-0.036728,-0.042211,0.040131,-0.033646,0.060282,0.001376,0.042285,0.027739,-0.022098,0.116283,-0.036419,0.026826,-0.026728,0.084093,-0.114968,0.000482,0.043346,-0.084782,0.006537,0.049243,0.072261,0.007789,-0.016711,0.073507,-0.04677,-0.038995,-0.000915,-0.090239,-0.071238,-0.039315,-0.022835,0.114061,-0.005533,-0.000544,0.00261,0.001836
4058,0.157599,0.041371,-0.103175,-0.178671,-0.079631,0.058039,-0.005809,-0.122361,0.009766,0.109287,-0.115256,-0.045362,0.034656,0.020101,-0.022671,0.216158,-0.161417,0.06937,-0.039569,-0.040639,0.144523,0.029212,-0.020689,0.064525,-0.01449,0.027206,0.061718,-0.093265,-0.018456,-0.014953,0.009822,0.025493,0.028283,-0.086397,-0.021596,-0.094994,0.147563,-0.072058,-0.089984,0.062738,0.090818,-0.028567,-0.079867,-0.087186,-0.101885,-0.078899,0.222221,-0.144924,-0.118437,-0.118344,-0.020624,-0.11232,-0.046356,-0.010994,0.173568,-0.027775,-0.085909,-0.142985,0.036149,0.004052,0.05866,-0.04297,0.090974,0.185508,0.018977,0.01552,0.105411,0.146801,0.059715,0.096273,0.049378,0.122713,-0.20359,-0.01195,0.089606,0.042166,-0.022311,0.083376,-0.072174,0.109394,-0.029262,-0.015047,0.000061,0.113613,-0.100317,0.064178,0.079689,0.056427,0.107347,0.045476,0.108595,-0.016855,-0.055676,-0.075146,-0.004585,-0.11757,0.085504,0.015707,-0.136747,-0.009451,-0.025337,-0.169524,-0.109327,0.003897,0.147957,0.036325,-0.01037,0.020683,0.005878,0.029179,0.005355,-0.021114,0.134919,-0.012732,-0.119367,0.034448,0.056706,0.091259,0.147069,0.05962,0.01035,0.047917,-0.048132,0.215033,-0.065498,-0.004525,0.172928,0.11658,-0.064319,-0.053555,-0.042701,-0.056242,0.082262,0.028111,0.033325,-0.087883,-0.029359,0.105395,-0.043826,-0.103312,-0.065356,-0.093361,-0.142454,-0.025396,-0.071391,0.122829,0.070482,0.022219,-0.055395,0.058239
4440,0.055514,0.03893,-0.179063,-0.055863,0.033514,-0.072476,0.136095,-0.124596,-0.005556,-0.050847,-0.124047,-0.149876,0.05751,0.104376,0.147221,0.15389,-0.09818,0.098033,-0.016145,-0.02367,0.190717,-0.05096,-0.140199,0.136428,-0.077176,0.043019,0.083404,-0.129555,-0.041692,-0.103197,0.018489,-0.003604,-0.057731,-0.078108,-0.066686,0.078473,0.056361,-0.021443,-0.133551,0.017653,0.090948,-0.165336,-0.09816,-0.041926,-0.201626,-0.021454,0.247938,-0.1122,-0.250985,-0.090501,-0.051842,-0.054012,-0.131983,-0.108991,0.068269,-0.016239,-0.121821,-0.091175,-0.056123,0.004535,0.06429,-0.161983,0.079454,0.210192,0.013382,-0.099024,0.025499,0.2306,0.115695,0.193289,0.080289,0.231064,-0.198368,0.003361,0.096989,-0.033907,-0.026197,0.173282,-0.236883,0.071157,-0.147477,-0.068747,-0.056528,0.193343,-0.101028,0.053715,0.100366,-0.001479,0.220292,0.014122,0.165055,-0.145631,-0.149999,-0.00733,-0.044586,-0.149215,0.141982,-0.044106,-0.214358,0.082741,0.080762,-0.179423,-0.051972,-0.035215,0.257748,-0.030812,-0.092751,0.048278,0.036529,0.051549,0.056505,-0.025895,0.223732,-0.116397,-0.185117,-0.01434,0.062305,0.104332,0.08261,0.074217,0.086657,0.001678,0.015557,0.341973,-0.154474,0.026688,0.14743,0.180294,-0.132887,-0.052239,-0.03328,-0.149388,-0.003979,0.094074,0.097573,-0.122828,-0.128085,0.127711,-0.044706,0.013548,-0.157365,-0.009358,-0.224541,-0.04358,-0.088741,0.037067,0.023231,0.065462,0.025386,-0.00334
4679,0.165195,0.001991,0.049478,0.036681,0.101068,0.106741,0.074717,-0.075307,0.01421,-0.036462,-0.075747,-0.062336,-0.097948,-0.145905,-0.001687,0.134537,0.090656,0.01244,-0.062829,-0.144263,0.174282,-0.146731,-0.120439,0.071333,0.093805,-0.093691,0.14194,0.088048,-0.125551,0.002516,0.039944,0.155333,-0.072259,-0.070948,0.017809,-0.011317,0.057065,-0.018234,0.077026,-0.089608,0.105479,-0.010328,-0.062883,-0.035304,-0.137033,-0.071354,0.136803,-0.072143,0.027733,-0.218973,-0.052742,-0.129886,-0.149993,-0.137232,0.099589,-0.002176,-0.090103,-0.052865,0.041206,-0.034823,0.039717,-0.231866,0.021317,0.083463,0.19444,0.003822,-0.04154,0.067717,0.130561,0.214788,-0.074041,0.241968,-0.053292,-0.010111,0.144869,-0.127981,-0.148374,0.017491,-0.134743,0.079194,-0.035705,-0.054726,0.065628,0.139281,-0.104441,0.061002,0.050036,-0.095727,0.012229,-0.086621,0.111934,-0.12685,-0.121321,-0.074773,-0.095243,-0.178129,-0.008343,-0.00481,-0.036715,-0.069059,0.158433,-0.096552,-0.094211,-0.088291,0.109566,-0.065329,0.096172,-0.065479,0.042835,-0.040686,-0.155299,-0.028727,0.172259,-0.059941,-0.024905,0.094421,0.140396,0.131489,0.123375,0.054495,0.018204,0.094336,0.044813,0.242459,-0.056207,-0.105378,0.020169,0.052667,-0.007633,-0.025728,0.027845,-0.149324,0.039081,0.00788,0.039231,-0.032184,0.021326,-0.081484,-0.086538,-0.128907,-0.099008,0.054412,-0.009778,-0.15903,-0.080459,0.094161,0.023435,-0.019779,-0.120102,-0.064746
3419,0.101842,0.057274,-0.098918,-0.244579,-0.16515,-0.032137,-0.135032,-0.06187,0.101856,0.135713,0.089953,0.005385,0.043458,-0.040761,-0.037353,0.118955,-0.249802,-0.000434,0.019828,0.105792,-0.091609,0.090852,-0.006679,-0.053154,-0.088799,0.23483,-0.143257,-0.116718,0.065829,-0.00499,0.05796,-0.035842,-0.056981,-0.132217,-0.021858,-0.187309,0.026527,-0.024024,-0.095394,0.239865,0.098544,0.036117,-0.047578,-0.037772,0.023849,-0.007355,0.111354,-0.135765,-0.044036,-0.018937,0.100552,0.108794,0.043165,0.046639,0.124575,-0.013598,0.005569,-0.020768,0.01809,0.110168,-0.008969,-0.00159,0.17701,0.191429,-0.163396,0.080051,0.134551,0.244661,0.034214,-0.13153,-0.064147,-0.147534,-0.259804,0.000757,-0.045672,0.099999,0.084506,0.131475,0.036759,-0.014676,-0.104786,0.164882,0.003221,-0.015794,-0.089712,-0.080579,0.132821,0.065152,0.017456,0.078705,0.016522,0.075636,0.025852,-0.146084,0.083259,0.037318,0.009381,0.064421,-0.072244,0.119251,-0.073719,-0.056063,-0.196289,0.051363,0.057928,0.160591,-0.041347,-0.09225,-0.149684,-0.135874,0.063143,0.073078,0.044503,0.094567,-0.041391,-0.111775,0.005543,-0.156777,0.081478,0.047342,0.006658,0.009681,-0.117202,-0.052324,0.034361,0.054219,-0.039598,0.085026,-0.156146,-0.022716,0.049749,0.028212,0.001463,0.045103,0.058013,0.072096,-0.001874,0.156638,-0.029879,-0.09328,0.08802,-0.211522,-0.046919,0.0379,0.077382,0.22919,0.051696,0.021959,0.025637,0.070556
2656,0.104003,0.071562,0.076796,0.054516,0.168552,0.008634,0.043333,-0.100996,0.090836,-0.054001,0.061899,-0.204895,-0.155872,0.049166,0.043824,0.07562,0.141394,0.109117,-0.07454,-0.160627,0.112786,-0.15431,-0.102229,0.10924,0.022004,-0.085588,0.199755,0.166893,-0.071916,0.129795,-0.051273,0.058977,-0.063673,-0.100351,-0.032301,0.15852,-0.035834,0.023898,0.154527,-0.164926,0.142205,-0.058328,0.064604,0.074594,-0.037297,-0.038243,0.049715,0.108346,0.070746,-0.226707,-0.09969,-0.020527,-0.214091,-0.177729,-0.065967,0.003592,-0.018718,-0.021818,-0.027652,0.070575,0.075439,-0.181729,-0.021015,-0.014063,0.117404,-0.011381,-0.102369,-0.000764,0.07448,0.143167,-0.152864,0.211503,0.090789,0.022281,0.025821,-0.161785,-0.08159,0.065082,-0.12166,-0.015427,-0.040236,-0.074029,0.165627,0.073036,-0.034572,0.022351,-0.024484,-0.150633,-0.051992,-0.037769,0.173781,-0.09427,-0.068526,-0.018489,-0.064674,-0.018195,-0.063119,0.042134,-0.016991,-0.070643,0.166352,0.011206,-0.075239,0.004479,0.052665,-0.183283,-0.041752,-0.068851,0.11597,0.054843,-0.120919,-0.072031,0.127094,-0.034065,-0.109593,0.138826,0.076819,0.112403,0.089464,-0.067733,-0.010656,-0.022071,-0.005525,0.122343,-0.075123,-0.161392,0.05041,0.085707,0.004475,-0.0605,-0.034423,0.016001,-0.041365,0.018268,-0.073367,-0.126073,0.018431,-0.058124,-0.080257,0.009142,-0.104046,0.1119,0.08061,-0.229769,-0.000464,-0.004251,-0.012682,0.013853,-0.11128,-0.112945
216239,0.122543,-0.047046,0.097566,0.068703,0.115025,0.153176,0.092367,-0.013593,0.014458,-0.030153,-0.15539,0.022292,-0.121373,-0.218645,-0.03652,0.061091,0.130377,-0.03639,-0.040672,-0.197676,0.239163,-0.148949,-0.125652,0.074399,0.12699,-0.106864,0.131702,0.080489,-0.194689,-0.03128,0.106911,0.240147,-0.040231,-0.014027,0.040676,0.002205,0.09918,-0.021908,0.032101,-0.089738,0.088077,-0.031157,-0.093304,-0.068517,-0.13178,-0.043042,0.110797,-0.10283,0.062808,-0.176271,-0.027614,-0.199928,-0.086567,-0.147991,0.119837,0.037497,-0.097178,-0.035077,0.063441,-0.087237,-0.028647,-0.271624,-0.019649,0.004207,0.213266,-0.013938,-0.11529,0.088835,0.197321,0.280811,-0.078448,0.253677,-0.034921,-0.030765,0.214657,-0.143113,-0.214316,-0.04805,-0.137322,0.128606,-0.005164,-0.014987,0.025543,0.156203,-0.097758,0.13184,-0.001857,-0.088083,-0.027092,-0.106213,0.029018,-0.152849,-0.132332,-0.041515,-0.10998,-0.290595,-0.002579,-0.087718,0.01671,-0.093386,0.174892,-0.101451,-0.078136,-0.182621,0.13008,-0.037543,0.200504,-0.031202,0.069041,-0.071582,-0.182359,-0.002092,0.209086,-0.098271,0.067562,0.126564,0.183053,0.193686,0.098822,0.043902,-0.01525,0.100961,0.099958,0.242133,-0.01012,-0.08618,-0.070244,-0.006848,-0.047599,-0.039353,0.108392,-0.200161,0.110078,-0.02637,0.041281,0.033747,0.027539,-0.081204,-0.103277,-0.163152,-0.111112,0.11697,-0.007094,-0.17464,-0.15284,0.035972,-0.03081,-0.083959,-0.112889,-0.116698
